OBJECTID,Date,Fatalities,Confidence,Inventory,LS_ID,Info_source,InventoryURL,Notes,Latitude,Longitude,US Level I ecoregion
743,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Slide, Open Slope, Boulder",40.06312436,-105.3197749,NORTHWESTERN_FORESTED_MOUNTAINS
744,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Slide, Open Slope, Boulder",40.06333375,-105.3199843,NORTHWESTERN_FORESTED_MOUNTAINS
745,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Slide, Open Slope, Boulder",40.06340513,-105.3202008,NORTHWESTERN_FORESTED_MOUNTAINS
746,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Flow, Channel, Boulder",40.07142881,-105.3102391,NORTHWESTERN_FORESTED_MOUNTAINS
747,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Flow, Open Slope, Boulder",40.07001517,-105.3080271,NORTHWESTERN_FORESTED_MOUNTAINS
748,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Flow, Open Slope, Boulder",40.07049523,-105.3084513,NORTHWESTERN_FORESTED_MOUNTAINS
750,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Flow, Open Slope, Boulder",40.06863013,-105.3032041,NORTHWESTERN_FORESTED_MOUNTAINS
751,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Flow, Open Slope, Boulder",40.06855875,-105.3033611,NORTHWESTERN_FORESTED_MOUNTAINS
752,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Flow, Open Slope, Boulder",40.06939037,-105.3029721,NORTHWESTERN_FORESTED_MOUNTAINS
753,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Flow, Open Slope, Boulder",40.06874434,-105.3029257,NORTHWESTERN_FORESTED_MOUNTAINS
754,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Flow, Swale, Boulder",40.07138376,-105.2961441,NORTHWESTERN_FORESTED_MOUNTAINS
755,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Flow, Swale, Boulder",40.07435809,-105.2958835,NORTHWESTERN_FORESTED_MOUNTAINS
756,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Flow, Open Slope, Boulder",40.06852073,-105.2978875,NORTHWESTERN_FORESTED_MOUNTAINS
757,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Flow, Open Slope, Boulder",40.06864209,-105.2978946,NORTHWESTERN_FORESTED_MOUNTAINS
758,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Flow, Swale, Boulder",40.06713589,-105.2977412,NORTHWESTERN_FORESTED_MOUNTAINS
759,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Flow, Swale, Boulder",40.06696457,-105.2977661,NORTHWESTERN_FORESTED_MOUNTAINS
761,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Slide, Open Slope, Boulder",40.04669105,-105.3012478,NORTHWESTERN_FORESTED_MOUNTAINS
762,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Slide, Open Slope, Boulder",40.04298325,-105.3124081,NORTHWESTERN_FORESTED_MOUNTAINS
763,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Flow, Open Slope, Boulder",40.03606172,-105.3013742,NORTHWESTERN_FORESTED_MOUNTAINS
764,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Flow, Open Slope, Boulder",40.0216476,-105.3132314,NORTHWESTERN_FORESTED_MOUNTAINS
765,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Slide, Open Slope, Eldorado Springs",39.97957902,-105.2699434,NORTHWESTERN_FORESTED_MOUNTAINS
768,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Flow, Swale, Eldorado Springs",39.97170697,-105.2716406,NORTHWESTERN_FORESTED_MOUNTAINS
769,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Flow, Open Slope, Eldorado Springs",39.97189435,-105.2730683,NORTHWESTERN_FORESTED_MOUNTAINS
770,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Flow, Open Slope, Eldorado Springs",39.97194194,-105.2731724,NORTHWESTERN_FORESTED_MOUNTAINS
771,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Flow, Open Slope, Eldorado Springs",39.97200737,-105.2734311,NORTHWESTERN_FORESTED_MOUNTAINS
772,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Flow, Open Slope, Eldorado Springs",39.97214419,-105.2738208,NORTHWESTERN_FORESTED_MOUNTAINS
773,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Flow, Open Slope, Eldorado Springs",39.97222747,-105.2739011,NORTHWESTERN_FORESTED_MOUNTAINS
775,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Slide, Open Slope, Eldorado Springs",39.97295619,-105.2745316,NORTHWESTERN_FORESTED_MOUNTAINS
776,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Slide, Open Slope, Eldorado Springs",39.97333987,-105.2748975,NORTHWESTERN_FORESTED_MOUNTAINS
777,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Slide, Open Slope, Eldorado Springs",39.973441,-105.2750492,NORTHWESTERN_FORESTED_MOUNTAINS
778,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Slide, Open Slope, Eldorado Springs",39.97427084,-105.2771371,NORTHWESTERN_FORESTED_MOUNTAINS
779,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Slide, Open Slope, Eldorado Springs",39.97427679,-105.2772561,NORTHWESTERN_FORESTED_MOUNTAINS
783,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Slide, Open Slope, Eldorado Springs",39.97369283,-105.28428,NORTHWESTERN_FORESTED_MOUNTAINS
784,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Flow, Open Slope, Eldorado Springs",39.97789218,-105.2853703,NORTHWESTERN_FORESTED_MOUNTAINS
785,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Flow, Open Slope, Eldorado Springs",39.9777851,-105.2855457,NORTHWESTERN_FORESTED_MOUNTAINS
786,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Slide, Open Slope, Eldorado Springs",39.97957862,-105.2853597,NORTHWESTERN_FORESTED_MOUNTAINS
787,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Flow, Open Slope, Eldorado Springs",39.9465685,-105.3483033,NORTHWESTERN_FORESTED_MOUNTAINS
788,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Flow, Open Slope, Eldorado Springs",39.94778797,-105.3482914,NORTHWESTERN_FORESTED_MOUNTAINS
789,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Flow, Open Slope, Eldorado Springs",39.97465625,-105.2940252,NORTHWESTERN_FORESTED_MOUNTAINS
790,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Slide, Open Slope, Eldorado Springs",39.97440284,-105.2936147,NORTHWESTERN_FORESTED_MOUNTAINS
791,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Slide, Open Slope, Eldorado Springs",39.97383891,-105.2937967,NORTHWESTERN_FORESTED_MOUNTAINS
792,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Flow, Open Slope, Eldorado Springs",39.92246611,-105.2904929,NORTHWESTERN_FORESTED_MOUNTAINS
794,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Flow, Open Slope, Eldorado Springs",39.92309878,-105.2643372,NORTHWESTERN_FORESTED_MOUNTAINS
795,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Flow, Open Slope, Eldorado Springs",39.92338937,-105.2641697,NORTHWESTERN_FORESTED_MOUNTAINS
796,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Flow, Open Slope, Eldorado Springs",39.92367134,-105.264027,NORTHWESTERN_FORESTED_MOUNTAINS
797,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Flow, Open Slope, Eldorado Springs",39.92400328,-105.2636415,NORTHWESTERN_FORESTED_MOUNTAINS
798,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Flow, Open Slope, Eldorado Springs",39.92559593,-105.2658835,NORTHWESTERN_FORESTED_MOUNTAINS
799,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Flow, Open Slope, Eldorado Springs",39.91818372,-105.2631565,NORTHWESTERN_FORESTED_MOUNTAINS
800,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Slide, Open Slope, Eldorado Springs",39.90323704,-105.2530301,NORTHWESTERN_FORESTED_MOUNTAINS
801,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Slide, Open Slope, Eldorado Springs",39.90332032,-105.2531194,NORTHWESTERN_FORESTED_MOUNTAINS
802,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Slide, Open Slope, Eldorado Springs",39.9036237,-105.2534079,NORTHWESTERN_FORESTED_MOUNTAINS
803,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Slide, Open Slope, Eldorado Springs",39.90381109,-105.2535834,NORTHWESTERN_FORESTED_MOUNTAINS
804,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Slide, Open Slope, Eldorado Springs",39.9039717,-105.2537737,NORTHWESTERN_FORESTED_MOUNTAINS
805,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Slide, Open Slope, Eldorado Springs",39.90414124,-105.2538897,NORTHWESTERN_FORESTED_MOUNTAINS
806,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Slide, Open Slope, Eldorado Springs",39.90445652,-105.2539938,NORTHWESTERN_FORESTED_MOUNTAINS
807,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Slide, Open Slope, Eldorado Springs",39.9045041,-105.2540712,NORTHWESTERN_FORESTED_MOUNTAINS
808,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Slide, Open Slope, Eldorado Springs",39.90459036,-105.2540563,NORTHWESTERN_FORESTED_MOUNTAINS
809,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Slide, Open Slope, Eldorado Springs",39.90466174,-105.2541366,NORTHWESTERN_FORESTED_MOUNTAINS
810,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Slide, Open Slope, Eldorado Springs",39.90478666,-105.254199,NORTHWESTERN_FORESTED_MOUNTAINS
811,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Slide, Open Slope, Eldorado Springs",39.90490266,-105.2541961,NORTHWESTERN_FORESTED_MOUNTAINS
812,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Slide, Open Slope, Eldorado Springs",39.90514656,-105.2542407,NORTHWESTERN_FORESTED_MOUNTAINS
813,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Slide, Open Slope, Eldorado Springs",39.90523876,-105.2542377,NORTHWESTERN_FORESTED_MOUNTAINS
814,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Slide, Open Slope, Eldorado Springs",39.90536963,-105.254202,NORTHWESTERN_FORESTED_MOUNTAINS
815,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Slide, Open Slope, Eldorado Springs",39.90546779,-105.2541961,NORTHWESTERN_FORESTED_MOUNTAINS
816,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Slide, Open Slope, Eldorado Springs",39.90556296,-105.254199,NORTHWESTERN_FORESTED_MOUNTAINS
817,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Slide, Open Slope, Eldorado Springs",39.90565517,-105.2542109,NORTHWESTERN_FORESTED_MOUNTAINS
818,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Slide, Open Slope, Eldorado Springs",39.90577414,-105.2541574,NORTHWESTERN_FORESTED_MOUNTAINS
819,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Slide, Open Slope, Eldorado Springs",39.90586932,-105.2541842,NORTHWESTERN_FORESTED_MOUNTAINS
820,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Slide, Open Slope, Eldorado Springs",39.9059526,-105.2542109,NORTHWESTERN_FORESTED_MOUNTAINS
821,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Slide, Open Slope, Eldorado Springs",39.90605075,-105.254208,NORTHWESTERN_FORESTED_MOUNTAINS
822,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Slide, Open Slope, Eldorado Springs",39.90618757,-105.2541425,NORTHWESTERN_FORESTED_MOUNTAINS
823,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Slide, Open Slope, Eldorado Springs",39.90627978,-105.2540771,NORTHWESTERN_FORESTED_MOUNTAINS
824,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Slide, Open Slope, Eldorado Springs",39.90639875,-105.2540384,NORTHWESTERN_FORESTED_MOUNTAINS
825,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Slide, Open Slope, Eldorado Springs",39.90660398,-105.2540325,NORTHWESTERN_FORESTED_MOUNTAINS
826,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Slide, Open Slope, Eldorado Springs",39.90667834,-105.2541039,NORTHWESTERN_FORESTED_MOUNTAINS
827,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Slide, Open Slope, Eldorado Springs",39.90675864,-105.2541961,NORTHWESTERN_FORESTED_MOUNTAINS
828,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Slide, Open Slope, Eldorado Springs",39.90683895,-105.2542883,NORTHWESTERN_FORESTED_MOUNTAINS
829,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Slide, Open Slope, Eldorado Springs",39.90692521,-105.2543745,NORTHWESTERN_FORESTED_MOUNTAINS
830,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Slide, Open Slope, Eldorado Springs",39.90698469,-105.2544548,NORTHWESTERN_FORESTED_MOUNTAINS
831,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Slide, Open Slope, Eldorado Springs",39.90704418,-105.2545946,NORTHWESTERN_FORESTED_MOUNTAINS
832,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Slide, Open Slope, Eldorado Springs",39.90709177,-105.2546779,NORTHWESTERN_FORESTED_MOUNTAINS
833,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Slide, Open Slope, Eldorado Springs",39.90720182,-105.2548475,NORTHWESTERN_FORESTED_MOUNTAINS
834,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Slide, Open Slope, Eldorado Springs",39.90723156,-105.2549575,NORTHWESTERN_FORESTED_MOUNTAINS
835,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Slide, Open Slope, Eldorado Springs",39.90700254,-105.2559271,NORTHWESTERN_FORESTED_MOUNTAINS
836,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Slide, Open Slope, Eldorado Springs",39.9069371,-105.2559955,NORTHWESTERN_FORESTED_MOUNTAINS
837,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Slide, Open Slope, Eldorado Springs",39.90688654,-105.256064,NORTHWESTERN_FORESTED_MOUNTAINS
838,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Slide, Open Slope, Eldorado Springs",39.90675269,-105.2562454,NORTHWESTERN_FORESTED_MOUNTAINS
839,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Slide, Open Slope, Eldorado Springs",39.90666644,-105.2563733,NORTHWESTERN_FORESTED_MOUNTAINS
840,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Slide, Open Slope, Eldorado Springs",39.90658613,-105.2564595,NORTHWESTERN_FORESTED_MOUNTAINS
841,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Slide, Open Slope, Eldorado Springs",39.90653557,-105.2565488,NORTHWESTERN_FORESTED_MOUNTAINS
842,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Slide, Open Slope, Eldorado Springs",39.90621732,-105.2567986,NORTHWESTERN_FORESTED_MOUNTAINS
844,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Flow, Open Slope, Eldorado Springs",39.91302852,-105.26695,NORTHWESTERN_FORESTED_MOUNTAINS
845,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Flow, Open Slope, Eldorado Springs",39.91297201,-105.26706,NORTHWESTERN_FORESTED_MOUNTAINS
846,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Flow, Open Slope, Eldorado Springs",39.91354903,-105.2662778,NORTHWESTERN_FORESTED_MOUNTAINS
847,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Slide, Open Slope, Eldorado Springs",39.92156187,-105.2722614,NORTHWESTERN_FORESTED_MOUNTAINS
848,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Slide, Open Slope, Eldorado Springs",39.92165228,-105.2724232,NORTHWESTERN_FORESTED_MOUNTAINS
849,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Slide, Open Slope, Eldorado Springs",39.92146193,-105.2720282,NORTHWESTERN_FORESTED_MOUNTAINS
850,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Slide, Open Slope, Eldorado Springs",39.92142386,-105.2719497,NORTHWESTERN_FORESTED_MOUNTAINS
851,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Slide, Open Slope, Eldorado Springs",39.92134533,-105.2718212,NORTHWESTERN_FORESTED_MOUNTAINS
852,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Slide, Open Slope, Eldorado Springs",39.92130964,-105.2717784,NORTHWESTERN_FORESTED_MOUNTAINS
853,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Slide, Open Slope, Eldorado Springs",39.92126443,-105.2717284,NORTHWESTERN_FORESTED_MOUNTAINS
854,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Slide, Open Slope, Eldorado Springs",39.92119781,-105.2716499,NORTHWESTERN_FORESTED_MOUNTAINS
855,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Slide, Open Slope, Eldorado Springs",39.92104552,-105.2715142,NORTHWESTERN_FORESTED_MOUNTAINS
856,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Flow, Open Slope, Eldorado Springs",39.88353357,-105.2745077,NORTHWESTERN_FORESTED_MOUNTAINS
858,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Slide, Open Slope, Eldorado Springs",39.89684031,-105.2762346,NORTHWESTERN_FORESTED_MOUNTAINS
861,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Flow, Open Slope, Eldorado Springs",39.98107337,-105.2834096,NORTHWESTERN_FORESTED_MOUNTAINS
862,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Flow, Open Slope, Eldorado Springs",39.98132678,-105.2838843,NORTHWESTERN_FORESTED_MOUNTAINS
863,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Flow, Open Slope, Eldorado Springs",39.98133035,-105.2841377,NORTHWESTERN_FORESTED_MOUNTAINS
864,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Flow, Open Slope, Eldorado Springs",39.9823333,-105.2833061,NORTHWESTERN_FORESTED_MOUNTAINS
865,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Slide, Open Slope, Eldorado Springs",39.97970994,-105.2838486,NORTHWESTERN_FORESTED_MOUNTAINS
868,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Flow, Open Slope, Eldorado Springs",39.90533571,-105.3268545,NORTHWESTERN_FORESTED_MOUNTAINS
869,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Flow, Open Slope, Eldorado Springs",39.91610535,-105.3032985,NORTHWESTERN_FORESTED_MOUNTAINS
871,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Slide, Swale, Eldorado Springs",39.92395336,-105.2548347,NORTHWESTERN_FORESTED_MOUNTAINS
872,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Slide, Swale, Eldorado Springs",39.92511192,-105.2528838,NORTHWESTERN_FORESTED_MOUNTAINS
873,2013/9/9,,5,USGS, , ,http://www.geosociety.org/gsatoday/archive/24/10/article/i1052-5173-24-10-4.htm,"Debris Flow, Open Slope, Eldorado Springs",39.94071156,-105.2771074,NORTHWESTERN_FORESTED_MOUNTAINS
